行业,公司名称,企业行业,职责描述,ONET0,desc0,dist0,score0,ONET1,desc1,dist1,score1,ONET2,desc2,dist2,score2,ONET3,desc3,dist3,score3,ONET4,desc4,dist4,score4
医疗健康 / 医疗器械,微创神通医疗科技(上海)有限公司,医疗器械,职责描述： - 学术传播者：学习疾病及产品知识，独立进行代理商培训； - 技术指导者：熟悉并了解手术过程、术式出现问题的解决方案，进行独立跟台，及应对术者术中出现的问题； - 策略谋划者：分析销售数据，制定客户开发方案； - 情报洞察者：获悉市场动向和竞争格局。,31-9092.00,在医生的指导下执行行政和一定的临床职责。行政职责可能包括时间安排、保持医疗记录、为保险目的编码和开具账单。临床职责可能包括测量和记录生命体征和病史、为检查准备患者、抽血，按医生指示给药。,0.5405116364313594,未评分,13-1081.00,分析和协调公司或组织的持续物流职能。负责产品的整个生命周期，包括采购、分配、内部配置、交付和最终资源处理。,0.5188046486635874,未评分,31-2022.00,在物理治疗师或物理治疗助理的密切监督下，在特定情况下只执行委派的、选择的或例行任务。这些职责包括为患者和治疗区域做准备。,0.512832040347826,未评分,41-1011.00,在一个零售单位或部门直接监督和协调零售销售人员的活动。职责可能包括管理职能，如采购、预算、会计和人事工作，以及监督职责。,0.5075609809522238,未评分,43-4051.00,与客户互动，提供关于产品和服务的基本或脚本信息以回答常规询问。可能处理和解决一般投诉。不包括主要职责是安装、销售、维修和技术支持的个人。,0.5059540460000403,未评分
医疗健康 / 制药,济川,制药,1、具备独立查阅国内外研究文献能力； 2、了解中药炮制法规，开展中药饮片炮制研究； 3、了解中药药学相关法规，按照工艺及质量研究方案开展研究工作； 4、及时分析研究数据并撰写技术资料； 5、负责中试样品、药理药效试验用药、临床试验样品的制备跟踪及检测； 6、负责项目研发所需原辅料、对照物质及包材等购买需求提出，并对原辅包等进行全检； 7、负责各项目分析检测及小试研究工作的推进； 8、遵守研发质量管理、项目管理体系要求； 9、按时完成部门及领导布置的研发相关工作。,31-9092.00,在医生的指导下执行行政和一定的临床职责。行政职责可能包括时间安排、保持医疗记录、为保险目的编码和开具账单。临床职责可能包括测量和记录生命体征和病史、为检查准备患者、抽血，按医生指示给药。,0.5405135689352278,未评分,13-1081.00,分析和协调公司或组织的持续物流职能。负责产品的整个生命周期，包括采购、分配、内部配置、交付和最终资源处理。,0.5188207516495743,未评分,31-2022.00,在物理治疗师或物理治疗助理的密切监督下，在特定情况下只执行委派的、选择的或例行任务。这些职责包括为患者和治疗区域做准备。,0.512782400263969,未评分,41-1011.00,在一个零售单位或部门直接监督和协调零售销售人员的活动。职责可能包括管理职能，如采购、预算、会计和人事工作，以及监督职责。,0.5074857104214087,未评分,43-4051.00,与客户互动，提供关于产品和服务的基本或脚本信息以回答常规询问。可能处理和解决一般投诉。不包括主要职责是安装、销售、维修和技术支持的个人。,0.5059427263396834,未评分
消费品 / 文娱用品/器材,东莞市天宇玩具制品有限公司,文娱用品/器材,1.全面负责建立和完善生产指挥系统，审核部门生产计划，控制和监督生产系统，确保生产任务完成； 2.统筹及管理与营销、研发、质控、采购等其他部门的横向联系； 3.全面负责组织落实、监督调控生产过程各项工艺、设备、成本、产量指标等； 4.负责检查、监督、指导下属部门提升工作绩效，不断优化工作流程； 5.全面负责贯彻、执行生产成本控制，确保在保证产品质量的前提下不断降低生产成本； 6.全面负责生产作业指导书的制定和审核，对相关人员进行培训、考核上岗； 7.全面负责制定安全生产管理办法，并对员工开展安全生产教育，定期检查部门安全生产执行情况，监控规范操作方法； 8.完成上级领导交代的其他工作。,31-9092.00,在医生的指导下执行行政和一定的临床职责。行政职责可能包括时间安排、保持医疗记录、为保险目的编码和开具账单。临床职责可能包括测量和记录生命体征和病史、为检查准备患者、抽血，按医生指示给药。,0.5405116364313594,未评分,13-1081.00,分析和协调公司或组织的持续物流职能。负责产品的整个生命周期，包括采购、分配、内部配置、交付和最终资源处理。,0.5188046486635874,未评分,31-2022.00,在物理治疗师或物理治疗助理的密切监督下，在特定情况下只执行委派的、选择的或例行任务。这些职责包括为患者和治疗区域做准备。,0.512832040347826,未评分,41-1011.00,在一个零售单位或部门直接监督和协调零售销售人员的活动。职责可能包括管理职能，如采购、预算、会计和人事工作，以及监督职责。,0.5075609809522238,未评分,43-4051.00,与客户互动，提供关于产品和服务的基本或脚本信息以回答常规询问。可能处理和解决一般投诉。不包括主要职责是安装、销售、维修和技术支持的个人。,0.5059540460000403,未评分
消费品 / 家电,海信集团,家电,1、引导、挖掘用户需求，规划和制作解决方案； 2、对客户需求和市场形势的分析、讨论并按项目的任务和进度安排进行技术方案的撰写和整理； 3、对标书进行分析、讨论并按项目的任务和进度安排进行投标技术文件的撰写和整理； 4、参与售前支持，包括但不限于调研、方案准备、成本预估、技术标书、方案讲解、商务支持等工作。,31-9092.00,在医生的指导下执行行政和一定的临床职责。行政职责可能包括时间安排、保持医疗记录、为保险目的编码和开具账单。临床职责可能包括测量和记录生命体征和病史、为检查准备患者、抽血，按医生指示给药。,0.5405135689352278,未评分,13-1081.00,分析和协调公司或组织的持续物流职能。负责产品的整个生命周期，包括采购、分配、内部配置、交付和最终资源处理。,0.5188207516495743,未评分,31-2022.00,在物理治疗师或物理治疗助理的密切监督下，在特定情况下只执行委派的、选择的或例行任务。这些职责包括为患者和治疗区域做准备。,0.512782400263969,未评分,41-1011.00,在一个零售单位或部门直接监督和协调零售销售人员的活动。职责可能包括管理职能，如采购、预算、会计和人事工作，以及监督职责。,0.5074857104214087,未评分,43-4051.00,与客户互动，提供关于产品和服务的基本或脚本信息以回答常规询问。可能处理和解决一般投诉。不包括主要职责是安装、销售、维修和技术支持的个人。,0.5059427263396834,未评分
医疗健康 / 医疗器械,飞依诺科技,医疗器械,1. 根据公司的业务发展，针对新技术或者新应用或系统的关键难点进行预研、方案研究、仿真实现、实验设计和性能评估 2. 协助进行新技术/应用的工程实现、系统调试、系统验证、图像优化 3. 跟踪技术前沿进展，参与论文和项目申请书的撰写 4. 图像质量评估和分析，性能研究和临床评估合作 5. 遵守公司质量管理流程，编写相关的设计文档,31-9092.00,在医生的指导下执行行政和一定的临床职责。行政职责可能包括时间安排、保持医疗记录、为保险目的编码和开具账单。临床职责可能包括测量和记录生命体征和病史、为检查准备患者、抽血，按医生指示给药。,0.5405135689352278,未评分,13-1081.00,分析和协调公司或组织的持续物流职能。负责产品的整个生命周期，包括采购、分配、内部配置、交付和最终资源处理。,0.5188207516495743,未评分,31-2022.00,在物理治疗师或物理治疗助理的密切监督下，在特定情况下只执行委派的、选择的或例行任务。这些职责包括为患者和治疗区域做准备。,0.512782400263969,未评分,41-1011.00,在一个零售单位或部门直接监督和协调零售销售人员的活动。职责可能包括管理职能，如采购、预算、会计和人事工作，以及监督职责。,0.5074857104214087,未评分,43-4051.00,与客户互动，提供关于产品和服务的基本或脚本信息以回答常规询问。可能处理和解决一般投诉。不包括主要职责是安装、销售、维修和技术支持的个人。,0.5059427263396834,未评分
消费品 / 工艺品,深圳项泰珠宝有限公司,工艺品,1.负责线电商平台的品牌及产品文案撰写，提升店铺的曝光率及转化率 2.针对客户群体的需求提供有效的解决方案并落地执行 3.参与产品策略制定、创意策划、撰写等相关工作 4.负责电商（得物/淘宝）新媒体平台(抖音/小红书)的日常文案更新； 5.完成领导交办的其他事宜,31-9092.00,在医生的指导下执行行政和一定的临床职责。行政职责可能包括时间安排、保持医疗记录、为保险目的编码和开具账单。临床职责可能包括测量和记录生命体征和病史、为检查准备患者、抽血，按医生指示给药。,0.5405135689352278,未评分,13-1081.00,分析和协调公司或组织的持续物流职能。负责产品的整个生命周期，包括采购、分配、内部配置、交付和最终资源处理。,0.5188207516495743,未评分,31-2022.00,在物理治疗师或物理治疗助理的密切监督下，在特定情况下只执行委派的、选择的或例行任务。这些职责包括为患者和治疗区域做准备。,0.512782400263969,未评分,41-1011.00,在一个零售单位或部门直接监督和协调零售销售人员的活动。职责可能包括管理职能，如采购、预算、会计和人事工作，以及监督职责。,0.5074857104214087,未评分,43-4051.00,与客户互动，提供关于产品和服务的基本或脚本信息以回答常规询问。可能处理和解决一般投诉。不包括主要职责是安装、销售、维修和技术支持的个人。,0.5059427263396834,未评分
医疗健康 / 医疗器械,飞依诺科技,医疗器械,1、针对新技术或者新应用或系统的关键难点进行预研、方案研究、仿真实现和性能评估； 2、协助进行新技术或者新应用的工程实现、系统调试、系统验证、图像优化； 3、图像质量评估和分析，性能研究和临床评估合作； 4、遵守公司质量管理流程，编写相关测试及文档；,31-9092.00,在医生的指导下执行行政和一定的临床职责。行政职责可能包括时间安排、保持医疗记录、为保险目的编码和开具账单。临床职责可能包括测量和记录生命体征和病史、为检查准备患者、抽血，按医生指示给药。,0.5405116364313594,未评分,13-1081.00,分析和协调公司或组织的持续物流职能。负责产品的整个生命周期，包括采购、分配、内部配置、交付和最终资源处理。,0.5188046486635874,未评分,31-2022.00,在物理治疗师或物理治疗助理的密切监督下，在特定情况下只执行委派的、选择的或例行任务。这些职责包括为患者和治疗区域做准备。,0.512832040347826,未评分,41-1011.00,在一个零售单位或部门直接监督和协调零售销售人员的活动。职责可能包括管理职能，如采购、预算、会计和人事工作，以及监督职责。,0.5075609809522238,未评分,43-4051.00,与客户互动，提供关于产品和服务的基本或脚本信息以回答常规询问。可能处理和解决一般投诉。不包括主要职责是安装、销售、维修和技术支持的个人。,0.5059540460000403,未评分
消费品 / 文娱用品/器材,上海少年翩翩运动用品有限责任公司,文娱用品/器材,1、负责运动配件类产品（包/帽/袜）的供应链工作，直接向CEO汇报 2、开发：供应商寻源开发、日常维护、谈判议价 3、跟单：与设计师协作，对接工厂，跟进面辅料/成品的打样和大货生产，确保开发节点按时达成、样品与大货符合预期、产品质量达标 4、质检：根据样品及各类质量技术资料和检验标准，对供应商待交付产品实施质量检验,31-9092.00,在医生的指导下执行行政和一定的临床职责。行政职责可能包括时间安排、保持医疗记录、为保险目的编码和开具账单。临床职责可能包括测量和记录生命体征和病史、为检查准备患者、抽血，按医生指示给药。,0.5405116364313594,未评分,13-1081.00,分析和协调公司或组织的持续物流职能。负责产品的整个生命周期，包括采购、分配、内部配置、交付和最终资源处理。,0.5188046486635874,未评分,31-2022.00,在物理治疗师或物理治疗助理的密切监督下，在特定情况下只执行委派的、选择的或例行任务。这些职责包括为患者和治疗区域做准备。,0.512832040347826,未评分,41-1011.00,在一个零售单位或部门直接监督和协调零售销售人员的活动。职责可能包括管理职能，如采购、预算、会计和人事工作，以及监督职责。,0.5075609809522238,未评分,43-4051.00,与客户互动，提供关于产品和服务的基本或脚本信息以回答常规询问。可能处理和解决一般投诉。不包括主要职责是安装、销售、维修和技术支持的个人。,0.5059540460000403,未评分
消费品 / 家电,海信集团,家电,1、负责完善供应链计划管理机制、优化需求预测流程，推进总部、分公司需求预测准确率提升工作； 2、负责跟进商家订单交付，对影响订单交付的各环节进行点评、激励考核； 3、负责相关报表的编制、发布； 4、完成上级领导交办的其他工作。,31-9092.00,在医生的指导下执行行政和一定的临床职责。行政职责可能包括时间安排、保持医疗记录、为保险目的编码和开具账单。临床职责可能包括测量和记录生命体征和病史、为检查准备患者、抽血，按医生指示给药。,0.5406137231743414,未评分,13-1081.00,分析和协调公司或组织的持续物流职能。负责产品的整个生命周期，包括采购、分配、内部配置、交付和最终资源处理。,0.5188083983028761,未评分,31-2022.00,在物理治疗师或物理治疗助理的密切监督下，在特定情况下只执行委派的、选择的或例行任务。这些职责包括为患者和治疗区域做准备。,0.512807193956965,未评分,41-1011.00,在一个零售单位或部门直接监督和协调零售销售人员的活动。职责可能包括管理职能，如采购、预算、会计和人事工作，以及监督职责。,0.5075586202745579,未评分,43-4051.00,与客户互动，提供关于产品和服务的基本或脚本信息以回答常规询问。可能处理和解决一般投诉。不包括主要职责是安装、销售、维修和技术支持的个人。,0.5060559474936118,未评分
消费品 / 工艺品,浙江运发控股集团有限公司,工艺品,1、根据区域内的销售任务，制定业务推进计划和营销方推广方案，带领所管辖区域内的人员实现销售目标； 2、负责所管辖区域省行的产品经理、一级行和各重点分行，做好与行长和网点主任的关系维护、业务对接、洽谈、沟通的工作，确保各类营销工作的有效落地； 3、负责培训、指导、跟进、和带领所辖区域人员提升业务技能和开展各类业务工作，帮助员工开展与理财经理业务沟通和关系维护的工作； 4、协助公司管理和控制所辖区域人员的各类业务费用；,31-9092.00,在医生的指导下执行行政和一定的临床职责。行政职责可能包括时间安排、保持医疗记录、为保险目的编码和开具账单。临床职责可能包括测量和记录生命体征和病史、为检查准备患者、抽血，按医生指示给药。,0.5405135689352278,未评分,13-1081.00,分析和协调公司或组织的持续物流职能。负责产品的整个生命周期，包括采购、分配、内部配置、交付和最终资源处理。,0.5188207516495743,未评分,31-2022.00,在物理治疗师或物理治疗助理的密切监督下，在特定情况下只执行委派的、选择的或例行任务。这些职责包括为患者和治疗区域做准备。,0.512782400263969,未评分,41-1011.00,在一个零售单位或部门直接监督和协调零售销售人员的活动。职责可能包括管理职能，如采购、预算、会计和人事工作，以及监督职责。,0.5074857104214087,未评分,43-4051.00,与客户互动，提供关于产品和服务的基本或脚本信息以回答常规询问。可能处理和解决一般投诉。不包括主要职责是安装、销售、维修和技术支持的个人。,0.5059427263396834,未评分
医疗健康 / 制药,济川,制药,1.产品检测和留样的稳定性考察。 2.协助合成和制剂人员，进行样品的分析及其他检测工作。 3.完整记录和整理试验的原始记录及相关文件，保证其真实性和完整性。 4.检验用仪器的日常保养及维护。 5.实验用样品、对照品等的管理。 6. 领导交代的其他工作任务。,31-9092.00,在医生的指导下执行行政和一定的临床职责。行政职责可能包括时间安排、保持医疗记录、为保险目的编码和开具账单。临床职责可能包括测量和记录生命体征和病史、为检查准备患者、抽血，按医生指示给药。,0.5405135689352278,未评分,13-1081.00,分析和协调公司或组织的持续物流职能。负责产品的整个生命周期，包括采购、分配、内部配置、交付和最终资源处理。,0.5188207516495743,未评分,31-2022.00,在物理治疗师或物理治疗助理的密切监督下，在特定情况下只执行委派的、选择的或例行任务。这些职责包括为患者和治疗区域做准备。,0.512782400263969,未评分,41-1011.00,在一个零售单位或部门直接监督和协调零售销售人员的活动。职责可能包括管理职能，如采购、预算、会计和人事工作，以及监督职责。,0.5074857104214087,未评分,43-4051.00,与客户互动，提供关于产品和服务的基本或脚本信息以回答常规询问。可能处理和解决一般投诉。不包括主要职责是安装、销售、维修和技术支持的个人。,0.5059427263396834,未评分
